airtable_record_id,arda_item_eid,matched_via,tool_description,product_id,vendor,airtable_url
recQNkpxsdZbulwiN,eac516c1-71bc-4c7d-91e1-6f55aebdcc0d,description,"03 MRTL Side Lock, .75"" Dia",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQNkpxsdZbulwiN
recQW5fqXEL2UllVx,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQW5fqXEL2UllVx
recQYoJkT53cFVPaX,741636b4-184d-4725-a1fa-38b5c1e6e1b5,description,0299NS,89901,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQYoJkT53cFVPaX
recQo2kxJdwtUoZDx,cc19e9d6-6dfe-4bd5-bb49-8eeb830a6ec7,description,1550NS,49713787,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recQo2kxJdwtUoZDx
recR8CDzfiPLitrTR,b0f4c748-976b-40f6-9349-84f87aaf6995,description,0206S,E5G95907,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recR8CDzfiPLitrTR
recRH9mzSnxTWmrQs,7e1a0e87-a357-4108-9a77-afe1aba3d2de,description,0236NS,UGMG53S906,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recRH9mzSnxTWmrQs
recRJkj6nG0tNu79Z,fad60198-22b6-4956-bcd9-8374cc615d08,description,1910S,17987-81U,Balax,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recRJkj6nG0tNu79Z
recRURqwE2kCovT8u,fa705c9d-533c-402e-8c75-7fe088e99ad2,description,0227S,UGMF70S962,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recRURqwE2kCovT8u
recRqZf4JkhYr8Ben,b7690587-b216-44be-b679-8ca5e4e50193,description,0204NS,1023.375,Maritool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recRqZf4JkhYr8Ben
recS7USnN21lhhHZn,05a83457-f1a8-4c15-a021-701d31dba2fb,numeric-base,1961NS,1206400,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recS7USnN21lhhHZn
recS8mMS0LP7B0crh,9217dd42-55ba-46e0-92e9-ffdfec666f0f,description,1648NS,27218700,MA Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recS8mMS0LP7B0crh
recSAnTD2QFYI2RFS,7b6f2cfa-029f-40c1-9e91-f2c5b9d264c2,description,1590NS,62993829,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSAnTD2QFYI2RFS
recSE5YZFsk9RsG8M,e83a453e-cfe6-4717-a5b9-8e1cbf3f2002,description,1568NS,9024630036000,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSE5YZFsk9RsG8M
recSMTULCkqIawOvL,b1bb4f83-60e0-4eda-a79a-0e115a277245,description,0249NS,UGMH09024,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSMTULCkqIawOvL
recSV7qxq4HWnfOYA,ccb062ef-bb67-4423-a20f-faad706a3e96,numeric-base,0326NS,86-6040-C,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSV7qxq4HWnfOYA
recSaZxMl8lLg2BuZ,3d6828a9-7fb7-4d8d-a384-958378bd0c7e,description,1521NS,YGD4146030,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSaZxMl8lLg2BuZ
recSbVkqAa7VoU2nO,68155b72-19a2-4d82-909f-c84161fd6968,numeric-base,1932NS,1635008255,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSbVkqAa7VoU2nO
recSk7h0iVeHB46Eq,4904933c-c9d1-450c-964c-b3eef35566c2,description,0334NS,SPTM290XL,SCT,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSk7h0iVeHB46Eq
recSpNSZkMxFRxXwF,7391accb-af6b-40ef-90c2-69dc19fcadfb,description,1526NS,01332816,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSpNSZkMxFRxXwF
recSphO29j3lJQXCI,894d81f3-2f5b-4884-87ac-2406d7eeb427,description,1669NS,,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recSphO29j3lJQXCI
recT6svBPoq2GYzwl,093717eb-774a-4a4a-9b48-e920ad9a655b,description,0210S,UGMG53909,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recT6svBPoq2GYzwl
recTAu6f9SFKzEzik,1d7f56c1-d27b-4e9b-8a28-f95ec9ce2da6,description,1513NS,9055190062500,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTAu6f9SFKzEzik
recTM8svpYvwAMKOS,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTM8svpYvwAMKOS
recTQDq2UwsrkXMwh,8312638d-9542-47c7-be70-60fbf7509ba1,description,1992NS,98572035,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTQDq2UwsrkXMwh
recTTweWSmIToErk7,e6725ab3-ce74-4353-9246-4d2837d4e59e,description,2000NS,79889457,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTTweWSmIToErk7
recTWoGAwGGm6Wypa,f10ead73-f586-40f5-8b4f-7da31d3fb8dd,description,0338NS,,AB Tools,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTWoGAwGGm6Wypa
recTaZvKOPb5yb4Rn,550ae9c6-9c76-4c45-90f7-a7f57ae9c2c4,description,0339NS,07764814,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTaZvKOPb5yb4Rn
recTkp3SxLOcdySNn,4dde8135-a550-46db-99f3-245d8d5ec5cd,numeric-base,0271C,EDP36626,UltraTool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTkp3SxLOcdySNn
recTlq7RVuA5oYpfF,5118fdb7-3359-4e58-bc95-289bd3e7857d,description,1523NS,DPP447016F,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTlq7RVuA5oYpfF
recTyEH61pvm1X8ay,52b2bd77-84df-4bae-b616-e7bf241ef094,description,0315NS,MFPB50001AX,MA Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recTyEH61pvm1X8ay
recU3rCLlYxq1ZWAC,7a53056a-6c00-40c9-82b8-b2784f4578df,description,0220S,65135,IMCO,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recU3rCLlYxq1ZWAC
recUEJynRkXUnwX8U,c08ece1b-2d35-4517-9913-e4e9af83b9d4,description,1635NS,9007300049800,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recUEJynRkXUnwX8U
recUIRx6KGhAQRyPg,213fd0a9-d7c6-41b9-8c9f-f53096e6002c,description,1537NS,5986639,Dormer,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recUIRx6KGhAQRyPg
recUM729z9RdYwDvO,8c45e4b5-47e5-4ece-b670-79bdad1053c7,description,0262NS,SPTM595L,Rovi,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recUM729z9RdYwDvO
recUcKGxCLxfBJpuo,db630090-f1b5-45b8-afd8-49bc7816ec6f,description,1671NS,62991229,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recUcKGxCLxfBJpuo
recUnNPiwIfD5Iofg,6cd80388-cfb0-4892-b78e-28773adc6360,description,1511NS,DH424041,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recUnNPiwIfD5Iofg
recUoXljTMvb1eS6j,c3a4568e-bdec-4698-a569-eb5730c7953b,description,1678NS,13418009,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recUoXljTMvb1eS6j
recUsQYm9nAXZaPN2,2a0138bd-1151-42bc-a410-cf01a903322b,description,0216S,UGMG53008,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recUsQYm9nAXZaPN2
recVNSmpzqat4XKe7,c62e9e9e-7777-47fe-8fcc-1fc6475c2a4a,numeric-base,1933NS,1212800,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recVNSmpzqat4XKe7
recVR2L7AZWeyop9L,d210a5fd-9900-47b4-8e0d-38e63aa41459,description,1604S,DH424038K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recVR2L7AZWeyop9L
recVUE3O7CRtuA304,b0a633de-9aab-43a0-a786-a9987edf575f,description,0292S,118084,GWS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recVUE3O7CRtuA304
recVf8LuGwFTDOpJS,adfe4e55-1f8e-4e86-a6a9-76fa668af4eb,description,0337NS,8331001,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recVf8LuGwFTDOpJS
recVupDQgUe16J2M6,9b7a7f75-9191-4e33-875f-95d425e71ce9,numeric-base,1546,79892758,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recVupDQgUe16J2M6
recVztWi9MzEgqWrE,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recVztWi9MzEgqWrE
recW5Uj01eya80Kbm,e92e9936-2de8-446e-986c-4a9741e48ac1,description,0343NS,CF2-3504,Conical,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recW5Uj01eya80Kbm
recW92nLIs0D8oFiJ,5a1d1720-bf02-4cee-89ff-4d27a48bb9e1,description,1525NS,D4146032,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recW92nLIs0D8oFiJ
recWCvQVsKjVjX2Z9,d65ee2a0-06b3-4d93-9a08-0e638f957bdf,description,0207S,E5G95903,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWCvQVsKjVjX2Z9
recWHj5BfOMgELysJ,26d58b2a-2b42-48b3-a72d-ec724e2d34db,description,1653NS,2291474,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWHj5BfOMgELysJ
recWNlmjH9G000ukr,b58cb66a-da20-4cf4-9902-7f34c42136f5,numeric-base,1595NS,58205014,M.A. Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWNlmjH9G000ukr
recWNogjL29JZ6rwZ,9196ea94-b67e-4b5b-ae4d-9d75fffef1b2,description,1937NS,1650502408,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWNogjL29JZ6rwZ
recWPGF2laM9MyRTE,500016c3-af79-4185-a095-e1035740f0ac,description,0277NS,82824012,Harvey Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWPGF2laM9MyRTE
recWTDypA0edu9rXv,1205ebbc-a8e5-4cb4-9f39-fc5fa9bdf55a,description,0267NS,315377,GWS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWTDypA0edu9rXv
recWTKqU83MegD1Mx,34c1356c-8b35-4bbb-8763-fc5b04c26b18,description,1985NS,2842201,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWTKqU83MegD1Mx
recWTqGVbJm4pzYLO,bb66fb27-5d47-4d67-8119-be0fb1707658,description,1520NS,11526962,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWTqGVbJm4pzYLO
recWdAXUZeZ15pfKF,cc64616c-8430-4797-932e-b87a475763e4,description,1612S,DH408056K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWdAXUZeZ15pfKF
recWhCqjDkVcAXI0v,412a2e70-4a0b-4398-bbda-e27cad046d10,description,0202S,36593TC,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWhCqjDkVcAXI0v
recWiytcT8KBbfjjY,9716ca3e-8da5-4a86-9669-629f69812b61,numeric-base,0311C,UGMF70902,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWiytcT8KBbfjjY
recWnpwKIvuzwfnRa,235f7984-051a-4f5e-bea5-0ad0e0eb3e45,description,0351NS,57569212,Scientific Cutting Tools,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWnpwKIvuzwfnRa
recWunAqFPch0265A,bf374519-256a-4290-ae2c-7fbd965131f6,description,0259NS,5937100,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWunAqFPch0265A
recWvp4cC8l5qB9W5,c3779d0e-d3ad-4638-8c17-fcbbd2e5f188,description,0109,16390304,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recWvp4cC8l5qB9W5
recXAIDOfJ6mWJAg7,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXAIDOfJ6mWJAg7
recXQD0OXGpYr70OD,9d9a6ab3-c4ae-4570-b73f-2ae5bc38d641,numeric-base,0304NS,01216381,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXQD0OXGpYr70OD
recXat0fdzstBb7Jc,5ee4afa8-4dd1-4a77-86d1-e94c1defec6e,description,377NS,1023-.500,Maritool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXat0fdzstBb7Jc
recXcDB8qZCHx0MAv,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXcDB8qZCHx0MAv
recXcLOnNjXBpPZBM,522a7880-70e6-4d13-9df1-aee88e61db32,description,0203S,E5I38913,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXcLOnNjXBpPZBM
recXeDFUxNW1fc8nk,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXeDFUxNW1fc8nk
recXuOgD8FudCbX4M,bd22c28c-a8a0-4277-b930-c1595fdfa0bd,description,1935S,1410104000,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXuOgD8FudCbX4M
recXuiGORuQ9jeVbR,9e65e777-d3ec-410e-a917-c76cb48490de,description,0103NS,,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXuiGORuQ9jeVbR
recXxpKpPfKucgFnh,e357fadb-f42c-4c66-bdb6-d4f6a48f8b59,description,0254NS,EA50321,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recXxpKpPfKucgFnh
recY0W527lrS1XCNT,4ea398f5-312f-42eb-8d14-128096a6ef3f,description,1530NS,D4107160,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recY0W527lrS1XCNT
recYBdRJlB1qyec74,ad4e1f7d-9d7b-4905-b1a9-3e3e36e12918,description,1541NS,16500456,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYBdRJlB1qyec74
recYC3dA0ck1HQYWJ,50a0bf4a-b167-4897-bcce-50292a71b679,description,0282NS,KT125-400FR,AB TOOLS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYC3dA0ck1HQYWJ
recYNtWNbPbkSREr1,21f517d0-9f66-44e7-9c41-e471b9b37904,description,0232NS,UGMG34S990,TitaNox,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYNtWNbPbkSREr1
recYQ0jMdlbfLjbQE,94292a9b-7da8-4f49-86ae-d5314fa6e5ce,description,1585NS,G0037165.5765,Emuge,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYQ0jMdlbfLjbQE
recYTKASGn050iya2,acf7d4f3-1d06-4e26-b849-0246910dd069,description,0364NS,98578530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYTKASGn050iya2
recYdOpokjOMGHo5d,3473b070-5d2e-4ba1-9799-2e3450634d90,numeric-base,0226C,65050,IMCO,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYdOpokjOMGHo5d
recYekIMU8T08wbMp,e04e6b75-d495-453d-8815-3cca5bfb1b9a,description,0355NS,27116at,UltraTool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYekIMU8T08wbMp
recYlVULgCCNH7POz,bbc0175c-b179-4830-94c8-9bf6d48ba1e5,description,378NS,69263010,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYlVULgCCNH7POz
recYpk1oy46PV9gEG,3b9fb56c-cce3-4109-ae6a-af4eb73654f7,description,1562NS,88860002990,Magafor,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYpk1oy46PV9gEG
recYqg0NX9YOWHYCK,c2d37f38-3201-4122-b42c-ae7f8db274ed,description,0370NS,38019725,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYqg0NX9YOWHYCK
recYucWSWAlUhcczD,fc2dd68c-4371-437c-b8d7-25a7a98d31f9,description,0358NS,Helical H45AL-C-RN-M-30500-R.030,PTS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recYucWSWAlUhcczD
recZJnhACEa1sXCFG,b6af3556-9761-47ec-8f1a-2c5ca1bb0a3b,description,1943NS,41113234,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recZJnhACEa1sXCFG
recZXVBNwiaZK18dC,bfc4d25a-3c46-456c-8fb0-0c9b5bdc0551,description,1580NS,79889879,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recZXVBNwiaZK18dC
recZahqKRWUoPkpoR,767b6206-3011-4609-8cfa-73a80ce67bfd,numeric-base,1953NS,2917801,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recZahqKRWUoPkpoR
recZbjXaIoWwBQDsg,251d7533-3945-4918-84ac-771a2fd016d7,description,0213S,3500-.250-90 deg-H-U,Maritool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recZbjXaIoWwBQDsg
recZfekOGn14UMR7Q,e44ffa23-d285-4446-b6a2-4e4838907936,numeric-base,0353NS,DPP447012F,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recZfekOGn14UMR7Q
recZnVDkSCtn3Ch90,b0d03a67-ab64-40b9-8822-3739a78ccba5,numeric-base,0275C,E5I38928,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recZnVDkSCtn3Ch90
recZzIs5kqyhYjHGI,1411dd22-5d95-4344-8e62-1904df72674d,description,1666NS,57690380,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recZzIs5kqyhYjHGI
recaKi7dqKwmRq2VY,4c8d0dff-acc5-4d9c-b263-d4ae010c8649,description,1641NS,79890307,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recaKi7dqKwmRq2VY
recaOYnZhXsrID0sn,89028af1-dfb7-49d2-b5c6-aa4297b1b295,numeric-base,0107C,VP15TF,Mitsubishi,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recaOYnZhXsrID0sn
recaV6jU51WGnm8fP,e6e2ccd1-645f-4d06-a16e-5fec8a9a3be2,description,1673NS,79889002,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recaV6jU51WGnm8fP
recae9maKx1m7U1Ax,102b2415-0b13-488e-862e-7b9e5aa233ea,description,1519NS,300-3976,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recae9maKx1m7U1Ax
recauzjy7IoxLDJL3,d3f399cc-6bd6-4232-bbb0-caae89e2b762,description,1551NS,YGD4107135,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recauzjy7IoxLDJL3
recaxlnHkTs0kAPtu,43fdc2a0-85dd-4571-ac9c-4ab59245d553,description,0219NS,68-1530,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recaxlnHkTs0kAPtu
recazele7xLFcQoK6,da1b1fcf-fa4f-4e5e-86dc-88e1c173aaf7,description,1939NS,1651501108,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recazele7xLFcQoK6
recbOOfpu2qdDaOJU,eec1a46f-0318-4d5f-9511-0a27bf6fd3d3,description,1531NS,07387,SGS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recbOOfpu2qdDaOJU
recbVBAqWDv4Ej2N1,a2da461e-9642-49c0-a07d-7820d60f12c1,description,1510NS,D4148125,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recbVBAqWDv4Ej2N1
recbhC4QV4BOMlUsX,48e92066-12a7-468a-98c4-9780c1d0c367,description,3006NS,,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recbhC4QV4BOMlUsX
recbhhe7mc6NbOkaz,7471aa82-2dc1-483b-980a-4114e5371114,description,1942NS,1651506208,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recbhhe7mc6NbOkaz
reccBU4p3iN5z82i7,62b03fd8-47ee-49f7-8368-d1b085b93c92,description,1914NS,1400142805,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccBU4p3iN5z82i7
reccE8HJnyWuMfx0f,82d1148e-59bd-40e1-a870-0758e4fa42a5,description,381NS,86004645,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccE8HJnyWuMfx0f
reccGiZSFR3YomceF,9385d328-f109-48a2-9d4d-37902ac53e33,description,1514NS,9007300068000,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccGiZSFR3YomceF
reccKOU4PluabiMBA,359e9e77-1380-4c4b-ada3-306f1e7ef784,numeric-base,1938NS,1736501,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccKOU4PluabiMBA
reccONJLPAZ4y9GDN,9e993b7c-0006-4807-922f-1e74bb2a62ba,numeric-base,380NS,08421513,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccONJLPAZ4y9GDN
reccUgbBTJGfMlnHs,6b5d4394-a071-46cc-9b73-e71e002e6137,description,1584NS,SM31P0008,Value Collection,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccUgbBTJGfMlnHs
reccY0qoO5HejmDlA,45ad4270-00ee-4824-9da0-43fa086a03cb,description,1505NS,D4147213,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccY0qoO5HejmDlA
reccYZc3nX5fsjRbE,57069517-2d33-44f4-b2a1-2b261911c048,description,1544NS,47332093,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccYZc3nX5fsjRbE
reccgnjK8vcDqqhI3,ac6a8f25-6de3-481d-b516-0f3cb4c6ebeb,numeric-base,1962NS,1985500,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccgnjK8vcDqqhI3
reccgzpUIn8M5nWse,302b1c96-c12c-423a-8704-cd11c1f0e1aa,description,1619NS,07054,SGS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccgzpUIn8M5nWse
recci8DmH0fsYCh83,2723e46d-a4fc-47d3-9441-51c08bb39e27,description,1618NS,07357,SGS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recci8DmH0fsYCh83
reccpCFLWFTDTNaCp,7a296f41-85cf-4199-ab90-c602c2103a1c,numeric-base,0325NS,86-1115,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccpCFLWFTDTNaCp
reccvsjW8k1UxMNXa,23c40eeb-0a5d-4d71-bda2-51b8db83b151,description,1578NS,DH421080,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccvsjW8k1UxMNXa
reccyDIUqoccIFNoX,9d7d6ee6-4612-4577-be24-ff3a8597aa0e,description,1991NS,61704946,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reccyDIUqoccIFNoX
recd050FImBzEjmeF,45c8094a-7658-4c73-a871-96f3365f893d,description,0231NS,YGUGMG34S984,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recd050FImBzEjmeF
recd1BbEtLpLQYF1D,340af5dc-9aa2-4c99-b266-4ec060d8c148,description,0244NS,01216340,SGS Kyocera,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recd1BbEtLpLQYF1D
recd8cLKm9cERI1YM,4ff9461f-52ec-4a57-86cd-b0aafe687efb,description,1570NS,07307,SGS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recd8cLKm9cERI1YM
recdN5N8XPXNUJZXp,7d9340de-044c-41de-8c26-9c3443e277f4,numeric-base,0214C,82181,Helical,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recdN5N8XPXNUJZXp
